disasterNumber,incidentType,state,county,city,zipCode,validRegistrations,averageFemaInspectedDamage,totalInspected,totalDamage,noFemaInspectedDamage,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,approvedForFemaAssistance,totalApprovedIhpAmount,repairReplaceAmount,rentalAmount,otherNeedsAmount,approvedBetween1And10000,approvedBetween10001And25000,approvedBetween25001AndMax,totalMaxGrants,hash,lastRefresh
4116,Flood,IL,Cook (County),CHICAGO,60622,10,2718,10,27182,2,7,1,0,0,8,15973,8017,7696,260,8,0,0,0,1564c5675c2732a03c43764e574bfbe9,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60651,1,1477,1009,1489819,63,941,5,0,0,763,1600416,1104296,326678,169442,751,11,1,0,f6c18239b3fcc93223797f6fed4c3bcc,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),DESPLAINES,60018,1,5599,1,5599,0,1,0,0,0,1,5599,5599,0,0,1,0,0,0,c9963c5fe0843131008b43916e989dd4,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),HARWOOD HEIGHTS,60706,63,2357,62,146139,3,57,2,0,0,54,116903,96137,9814,10952,53,1,0,0,b71ce2ecbf7ba14982934e72f9229cbf,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),LYONS,60534,40,3585,38,136231,4,31,3,0,0,27,148017,115356,21314,11347,23,4,0,0,5f744fe8d3510e8cd5e74368bbed923b,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),OAK PARK,60304,49,1239,48,59455,1,47,0,0,0,38,61593,48924,9624,3045,38,0,0,0,1cac112dd111e854fc4a162dffd90f55,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),SAUK VILLAGE,60411,199,1886,191,360200,18,172,1,0,0,137,413730,287161,114319,12250,134,3,0,0,1052be4f22048546675a319658742443,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),WESTCHESTER,60154,568,3150,522,1644320,8,497,11,3,3,381,960419,805180,107486,47753,371,10,0,0,ee8dda300ea7fe30aca1e4c199726d51,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60647,55,2433,46,111910,3,41,2,0,0,38,103153,84489,11652,7013,36,2,0,0,38944421115d57c55b76ebd4bd7d9fa3,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),DES PLAINES,60018,172,3413,162,552922,8,146,2,4,2,125,377620,316290,44060,17270,122,2,1,1,5b90a31eff5f282ec5e69f5e5eb0f85e,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),HARVEY,60426,874,1611,816,1314722,42,767,6,1,0,617,1536140,1020222,396700,119217,599,16,2,1,595c6144479788ad6590c0822a818c92,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),LINCOLNWOOD,60712,193,3378,182,614711,4,171,6,1,0,163,537449,478812,24570,34067,158,4,1,0,e02ff3e3e4ab91da21a72dc1ed230111,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHGO,60644,1,478,1,478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,cca91ffbd1ed75d452809322f79ca435,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60631,476,1767,446,787885,18,427,1,0,0,357,620308,542313,47200,30794,355,2,0,0,982ad9cc1d478354f6e7c31d3ae68b53,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),BURR RIDGE,60527,2,13284,2,26568,0,0,2,0,0,2,30962,24738,4394,1830,0,2,0,0,6f09d8fda26635470e87598146880b4f,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60625,160,3877,147,569941,9,124,13,1,0,116,383503,323865,23264,36374,109,7,0,0,b71094352bc5e63be11cb6322397947d,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60678,1,510,1,510,0,1,0,0,0,1,510,510,0,0,1,0,0,0,ba44074972fa362deec4e595de2b70bc,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),EVANSTON,60201,114,1296,102,132186,4,98,0,0,0,80,107914,98582,3562,5770,80,0,0,0,82f6e2e521e7c7f40a52884455b8b79e,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),HODGKINS,60525,2,2007,2,4015,1,1,0,0,0,1,5947,4015,1932,0,1,0,0,0,54e8abb6227ed29226cbf0c2ab1b115e,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),HOMETOWN,60456,5,423,5,2113,1,4,0,0,0,1,788,788,0,0,1,0,0,0,355110a8deb222308d627690e50274bd,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),MIDLOTHIAN,60445,61,2011,58,116639,5,53,0,0,0,41,100106,91480,2462,6164,41,0,0,0,e7a18a99de0d18594b0f6390be8e586f,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),PALOS PARK,60464,4,1142,4,4566,0,4,0,0,0,3,3915,3915,0,0,3,0,0,0,8750f5ca66f09a006a3a56861714ecbb,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),SOUTH CHICAGO HEIGHTS,60411,26,2557,24,61356,1,22,1,0,0,21,69989,51522,13678,4789,20,1,0,0,3d85ffa42ac6e708e2dc1cc620237be9,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO HTS,60411,18,2685,17,45641,1,16,0,0,0,13,36418,31996,3562,860,13,0,0,0,cb17540af1d79bf66387d7016fd4c1fa,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),FLOSSMOOR,60422,145,2330,138,321501,4,134,0,0,0,111,392741,287566,98131,7044,106,5,0,0,0efb2451cedf48bd80930d9f6d1ea338,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),INVERNESS,60067,2,1818,2,3636,0,2,0,0,0,2,3371,3371,0,0,2,0,0,0,5dc9ccb2563de0351cefc72425b935a2,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),MT PROSPECT,60056,6,7018,6,42110,0,5,1,0,0,6,28793,21421,4890,2482,5,1,0,0,f4cd0b28293431e296cc467254a1771f,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),ARLINGTON HEIGHTS,60005,11,750,10,7501,3,7,0,0,0,4,5889,5889,0,0,4,0,0,0,d391bb4cd414be62cc03ba705b143c07,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60609,346,1810,325,588331,37,284,4,0,0,249,611026,416164,124111,70751,243,5,1,0,b92942d03650f96c997fd14ebba200e1,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60637,340,1334,318,424205,26,290,2,0,0,222,498667,301316,157898,39453,211,10,1,0,a3fba96bddc291e886d83516dfb15bf3,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),MELROSE PARK,60164,151,5992,142,850888,8,105,21,7,1,118,575256,487168,47948,40140,100,17,1,0,03ff93769f1efb9497f513f4ec8d3040,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),ORLAND HILLS,60487,3,4497,3,13490,0,3,0,0,0,3,16674,13802,2872,0,3,0,0,0,bddfb5dc645b431efccc345d05f3e444,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),SCHAUMBURG,60195,1,784,1,784,0,1,0,0,0,1,784,784,0,0,1,0,0,0,3e30a4a682bde829cdcd8f8bea9d7bcc,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),WILLOW SPRINGS,60480,6,4739,6,28436,1,4,1,0,0,5,16031,14224,0,1807,5,0,0,0,8c0a8ed3bc82bebf848fe00d13786a25,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),RIVER FOREST,60305,48,1898,41,77806,2,38,1,0,0,30,64761,56485,6736,1539,29,1,0,0,47dde18f8d24fc4f0714be2a43becfcd,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),SUMMIT,60504,1,1716,1,1716,0,1,0,0,0,1,1186,1186,0,0,1,0,0,0,28891adfe1200df802e904c7d6413dce,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),PHOENIX,60426,88,1872,81,151602,10,70,0,0,1,57,169508,121338,33582,14588,55,1,1,1,47408c960c3d7119834851b08a1101c2,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),STEGER,60475,23,1691,21,35513,1,20,0,0,0,18,31681,26315,3562,1804,18,0,0,0,b8aa6610320d0cdbd8eb66d563c2a6df,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),BROOKFI,60513,1,3415,1,3415,0,1,0,0,0,1,2121,2121,0,0,1,0,0,0,177444a4e5295a1b2f814d2a65157994,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60620,2,1294,2515,3255402,105,2,5,1,0,1884,3403692,2445121,690500,268071,1,22,3,0,5116886f37c232cfe402b37aa9f22b6d,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60655,188,1326,179,237347,7,172,0,0,0,150,241569,204305,33848,3417,149,1,0,0,cd0ac480f826233f626d1c31ef764b69,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),EAST HAZEL CREST,60429,1,936,1,936,0,1,0,0,0,1,936,936,0,0,1,0,0,0,9668a6cf92d7c87db34fedbc895907e4,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),HAZELCREST,60429,1,866,1,866,0,1,0,0,0,1,866,866,0,0,1,0,0,0,8121d1c2c256dd3ed713863d7db398c7,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),MATTERSON,60443,1,1890,1,1890,0,1,0,0,0,1,1867,1867,0,0,1,0,0,0,de4ca823568329ee6ddf03d11b34b7f3,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),CHICAGO,60642,6,2779,5,13896,1,4,0,0,0,3,12012,10031,0,1981,3,0,0,0,561a2c5262acbaa9108c43fb9f2849cf,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),COUNTRYCLUB HILL,60478,1,805,1,805,0,1,0,0,0,1,2435,805,1630,0,1,0,0,0,41bbfaded259b5b4e597510199608899,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),GLENCOE,60022,8,3287,8,26298,0,8,0,0,0,7,21510,20655,556,300,7,0,0,0,c1b4fb009f088319c29aa07141d3a09b,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),LA GRANGE PARK,60526,82,2216,76,168398,5,71,0,0,0,65,160847,136504,19702,4642,65,0,0,0,cabea25a1471f56e728e8031509e24df,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),NORTHLAKE,60164,117,3927,102,400504,6,85,8,3,0,73,292699,224785,41273,26641,64,7,2,0,f20eeb956e0a628aff9cf501433e6d25,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),PALOS HEIGHTS,60463,8,2154,7,15081,2,5,0,0,0,4,14360,14360,0,0,4,0,0,0,692d79a2a298654ae27d09dfcc32e86c,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),SKOKIE,60077,201,2322,179,415626,4,174,1,0,0,146,331800,292893,17542,21365,143,3,0,0,d9bcb9f9bbca407757180ae85b85f6c7,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),OAKLAWN,60453,1,1568,1,1568,0,1,0,0,0,1,1568,1568,0,0,1,0,0,0,ee23789bf220a264b000547ff54a7863,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),ROSELLE,60172,5,1967,5,9836,1,4,0,0,0,2,3061,3061,0,0,2,0,0,0,7879a1a6afa04bebb340f4db5333c87f,2015-03-02T18:42:25 +00:00
4116,Flood,IL,Cook (County),TINLEY PARK,60487,8,1804,8,14432,0,8,0,0,0,5,7146,7146,0,0,5,0,0,0,9e6ee2eff2e78979ab6518548a7151f1,2015-03-02T18:42:25 +00:00
